id,produit_id,dimension1,dimension2,dimension3,longueur,unite
2849,2849,,,,,mm
2850,2850,,,,,po
2851,2851,15MM,14.3MM,1MM,,mm
2852,2852,,,,,po
2853,2853,,,,,po
2854,2854,,,,,po
2855,2855,,,,,po
2856,2856,,,,,po
2857,2857,,,,,po
2858,2858,,,,,po
2859,2859,,,,,po
2860,2860,,,,,po
2861,2861,,,,,po
2862,2862,,,,,po
2863,2863,,,,,po
2864,2864,,,,,po
2865,2865,,,,,po
2866,2866,,,,,po
2867,2867,,,,,po
2868,2868,,,,,po
2869,2869,,,,,po
2870,2870,,,,,po
2871,2871,,,,,po
2872,2872,,,,,po
2873,2873,,,,,po
2874,2874,,,,,po
2875,2875,,,,,po
2876,2876,,,,,po
2877,2877,,,,,po
2878,2878,,,,,po
2879,2879,,,,,po
2880,2880,,,,,po
2881,2881,,,,,po
2882,2882,,,,,po
2883,2883,,,,,po
2884,2884,,,,,po
2885,2885,,,,,po
2886,2886,,,,,po
2887,2887,,,,,po
2888,2888,,,,,po
2889,2889,,,,,po
2890,2890,,,,,po
2891,2891,,,,,po
2892,2892,,,,,po
2893,2893,,,,,po
2894,2894,,,,,po
2895,2895,,,,,po
2896,2896,,,,,po
2897,2897,,,,,po
2898,2898,,,,,po
2899,2899,,,,,po
2900,2900,,,,,po
2901,2901,,,,,po
2902,2902,,,,,po
2903,2903,,,,,po
2904,2904,,,,,po
2905,2905,,,,,po
2906,2906,,,,,po
2907,2907,,,,,po
2908,2908,,,,,po
2909,2909,,,,,po
2910,2910,,,,,po
2911,2911,,,,,po
2912,2912,,,,,po
2913,2913,,,,,po
2914,2914,,,,,po
2915,2915,,,,,po
2916,2916,,,,,po
2917,2917,,,,,po
2918,2918,,,,,po
2919,2919,,,,,po
2920,2920,,,,,po
2921,2921,,,,,po
2922,2922,,,,,po
2923,2923,,,,,po
2924,2924,,,,,po
2925,2925,,,,,po
2926,2926,,,,,po
2927,2927,,,,,po
2928,2928,,,,,po
2929,2929,,,,,po
2930,2930,,,,,po
2931,2931,,,,,po
2932,2932,,,,,po
2933,2933,,,,,po
2934,2934,,,,,po
2935,2935,,,,,po
2936,2936,,,,,po
2937,2937,,,,,po
2938,2938,,,,,po
2939,2939,,,,,po
2940,2940,,,,,po
2941,2941,,,,,po
2942,2942,,,,,po
2943,2943,,,,,po
2944,2944,,,,,po
2945,2945,,,,,po
2946,2946,,,,,po
2947,2947,,,,,po
2948,2948,,,,,po
2949,2949,,,,,po
2950,2950,,,,,mm
2951,2951,,,,,mm
2952,2952,,,,,mm
2953,2953,,,,,po
2954,2954,,,,,mm
2955,2955,,,,,mm
2956,2956,,,,,po
2957,2957,,,,,po
2958,2958,,,,,po
2959,2959,,,,,po
2960,2960,,,,,po
2961,2961,,,,,po
2962,2962,,,,,po
2963,2963,,,,,po
2964,2964,,,,,po
2965,2965,,,,,po
2966,2966,,,,,po
2967,2967,,,,,po
2968,2968,,,,,po
2969,2969,,,,,po
2970,2970,,,,,po
2971,2971,,,,,po
2972,2972,,,,,po
2973,2973,,,,,po
2974,2974,,,,,po
2975,2975,,,,,po
2976,2976,,,,,po
2977,2977,,,,,po
2978,2978,,,,,po
2979,2979,,,,,po
2980,2980,,,,,po
2981,2981,,,,,po
2982,2982,,,,,po
2983,2983,,,,,po
2984,2984,,,,,po
2985,2985,,,,,po
2986,2986,,,,,po
2987,2987,,,,,po
2988,2988,,,,,po
2989,2989,,,,,po
2990,2990,,,,,po
2991,2991,,,,,po
2992,2992,,,,,po
2993,2993,,,,,po
2994,2994,,,,,po
2995,2995,,,,,po
2996,2996,,,,,po
2997,2997,,,,,po
2998,2998,,,,,po
2999,2999,,,,,po
3000,3000,,,,,po
3001,3001,,,,,po
3002,3002,,,,,po
3003,3003,,,,,po
3004,3004,,,,,po
3005,3005,,,,,po
3006,3006,,,,,po
3007,3007,,,,,po
3008,3008,,,,,po
3009,3009,,,,,mm
3010,3010,,,,,mm
3011,3011,,,,,po
3012,3012,,,,,mm
3013,3013,,,,,po
3014,3014,,,,,po
3015,3015,,,,,mm
3016,3016,,,,,mm
3017,3017,,,,,mm
3018,3018,,,,,po
3019,3019,,,,,mm
3020,3020,,,,,mm
3021,3021,,,,,mm
3022,3022,,,,,mm
3023,3023,,,,,mm
3024,3024,,,,,mm
3025,3025,,,,,mm
3026,3026,,,,,mm
3027,3027,,,,,mm
3028,3028,,,,,mm
3029,3029,,,,,mm
3030,3030,,,,,mm
3031,3031,,,,,mm
3032,3032,,,,,mm
3033,3033,,,,,mm
3034,3034,,,,,mm
3035,3035,,,,,mm
3036,3036,,,,,mm
3037,3037,,,,,mm
3038,3038,,,,,mm
3039,3039,,,,,mm
3040,3040,,,,,mm
3041,3041,,,,,mm
3042,3042,,,,,mm
3043,3043,,,,,mm
3044,3044,,,,,mm
3045,3045,,,,,mm
3046,3046,,,,,mm
3047,3047,,,,,mm
3048,3048,,,,,mm
3049,3049,,,,,mm
3050,3050,,,,,mm
3051,3051,,,,,mm
3052,3052,,,,,mm
3053,3053,,,,,mm
3054,3054,,,,,mm
3055,3055,,,,,mm
3056,3056,,,,,mm
3057,3057,,,,,po
3058,3058,,,,,po
3059,3059,,,,,po
3060,3060,,,,,po
3061,3061,,,,,po
3062,3062,,,,,po
3063,3063,,,,,po
3064,3064,,,,,po
3065,3065,,,,,po
3066,3066,,,,,po
3067,3067,,,,,po
3068,3068,,,,,po
3069,3069,,,,,po
3070,3070,,,,,po
3071,3071,,,,,po
3072,3072,,,,,po
3073,3073,,,,,mm
3074,3074,,,,,po
3075,3075,,,,,po
3076,3076,,,,,po
3077,3077,,,,,po
3078,3078,,,,,po
3079,3079,,,,,po
3080,3080,,,,,po
3081,3081,,,,,mm
3082,3082,,,,,po
3083,3083,,,,,mm
3084,3084,,,,,mm
3085,3085,,,,,mm
3086,3086,,,,,mm
3087,3087,,,,,mm
3088,3088,,,,,mm
3089,3089,,,,,mm
3090,3090,,,,,po
3091,3091,,,,,mm
3092,3092,,,,,mm
3093,3093,,,,,po
3094,3094,,,,,po
3095,3095,,,,,po
3096,3096,,,,,mm
3097,3097,,,,,po
3098,3098,,,,,po
3099,3099,,,,,po
3100,3100,,,,,po
3101,3101,,,,,po
3102,3102,,,,,po
3103,3103,,,,,po
3104,3104,,,,,po
3105,3105,,,,,po
3106,3106,,,,,po
3107,3107,,,,,po
3108,3108,,,,,po
3109,3109,,,,,po
3110,3110,,,,,po
3111,3111,,,,,po
3112,3112,,,,,po
3113,3113,,,,,po
3114,3114,,,,,po
3115,3115,,,,,po
3116,3116,,,,,po
3117,3117,,,,,po
3118,3118,,,,,po
3119,3119,,,,,po
3120,3120,,,,,po
3121,3121,,,,,po
3122,3122,,,,,po
3123,3123,,,,,po
3124,3124,,,,,po
3125,3125,,,,,po
3126,3126,,,,,po
3127,3127,,,,,po
3128,3128,,,,,po
3129,3129,,,,,po
3130,3130,,,,,po
3131,3131,,,,,po
3132,3132,,,,,po
3133,3133,,,,,po
3134,3134,,,,,po
3135,3135,,,,,po
3136,3136,,,,,po
3137,3137,,,,,mm
3138,3138,,,,,mm
3139,3139,,,,,mm
3140,3140,,,,,mm
3141,3141,,,,,mm
3142,3142,,,,,mm
3143,3143,,,,,mm
3144,3144,,,,,mm
3145,3145,,,,,mm
3146,3146,,,,,mm
3147,3147,,,,,mm
3148,3148,,,,,mm
3149,3149,,,,,mm
3150,3150,,,,,mm
3151,3151,,,,,mm
3152,3152,,,,,mm
3153,3153,,,,,mm
3154,3154,,,,,mm
3155,3155,,,,,po
3156,3156,,,,,mm
3157,3157,,,,,mm
3158,3158,,,,,mm
3159,3159,,,,,po
3160,3160,,,,,mm
3161,3161,,,,,mm
3162,3162,,,,,mm
3163,3163,,,,,mm
3164,3164,,,,,mm
3165,3165,,,,,mm
3166,3166,,,,,mm
3167,3167,,,,,mm
3168,3168,,,,,mm
3169,3169,,,,,mm
3170,3170,,,,,mm
3171,3171,,,,,po
3172,3172,,,,,po
3173,3173,,,,,po
3174,3174,,,,,mm
3175,3175,,,,,mm
3176,3176,,,,,mm
3177,3177,,,,,mm
3178,3178,,,,,mm
3179,3179,,,,,mm
3180,3180,,,,,po
3181,3181,,,,,mm
3182,3182,,,,,po
3183,3183,,,,,po
